image_path,gender
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6148.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6149.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6150.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6150.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6151.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6151.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6152.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6152.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6153.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6153.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6154.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6155.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6155.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6156.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6156.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6157.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6157.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6158.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6159.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6160.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6161.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6161.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6162.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6163.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6163.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6164.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6164.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6165.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6165.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6166.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6166.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6167.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6167.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6168.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6168.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6169.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6169.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6170.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6170.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6171.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6171.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6172.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6172.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6173.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6173.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6174.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6174.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6175.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6176.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6177.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6177.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6178.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6178.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6179.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6179.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6180.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6180.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6181.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6181.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6182.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6183.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6183.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6184.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6185.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6186.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6186.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6187.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6188.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6188.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6189.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6190.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6190.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6191.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6191.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6192.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6192.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6193.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6193.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6194.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6195.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6195.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6196.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6196.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6197.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6198.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6199.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6200.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6200.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6201.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6201.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6202.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6202.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6203.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6203.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6204.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6205.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6205.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6206.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6207.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6208.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6209.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6209.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6210.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6211.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6212.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6213.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6213.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6214.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6214.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6215.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6215.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6216.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6217.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6218.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6218.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6219.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6219.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6220.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6220.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6221.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6221.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6222.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6222.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6223.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6224.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6224.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6225.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6225.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6226.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6226.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6227.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6227.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6228.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6229.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6229.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6230.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6230.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6231.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6232.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6233.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6234.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6235.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6235.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6236.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6236.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6237.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6237.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6238.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6239.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6241.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6242.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6243.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6244.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6244.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6245.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6246.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6247.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6247.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6248.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6249.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6250.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6251.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6252.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6252.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6253.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6253.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6254.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6254.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6255.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6255.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6256.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6257.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6258.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6258.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6259.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6260.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6260.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6261.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6261.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6262.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6263.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6263.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6264.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6264.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6265.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6265.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6266.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6266.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6268.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6268.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6269.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6269.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6270.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6270.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6271.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6271.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6272.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6272.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6273.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6273.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6274.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6275.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6275.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6276.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6277.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6277.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6278.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6278.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6279.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6280.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6280.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6281.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6281.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6282.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6282.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6283.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6283.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6284.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6285.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6286.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6286.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6287.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6287.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6288.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6289.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6289.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6290.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6290.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6291.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6291.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6292.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6292.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6293.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6294.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6295.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6295.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6296.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6297.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6297.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6298.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6299.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6299.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6300.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6300.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6301.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6302.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6302.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6303.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6303.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6304.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6304.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6305.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6305.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6306.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6306.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6307.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6307.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6308.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6308.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6309.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6310.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6310.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6312.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6312.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6313.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6313.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6314.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6314.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6315.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6315.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6316.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6316.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6317.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6319.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6319.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6320.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6321.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6321.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6322.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6322.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6323.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6323.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6324.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6325.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6326.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6326.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6327.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6328.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6328.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6329.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6329.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6331.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6331.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6332.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6332.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6333.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6334.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6334.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6335.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6336.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6336.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6337.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6337.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6338.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6338.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6339.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6339.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6340.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6341.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6342.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6342.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6343.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6344.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6345.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6346.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6346.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6347.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6347.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6348.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6348.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6349.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6349.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6350.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6350.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6351.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6351.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6352.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6353.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6354.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6355.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6355.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6356.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6356.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6357.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6358.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6358.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6359.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6359.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6360.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6361.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6362.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6363.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6364.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6364.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/6365.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/6365.jpg,female
